식품명,식품대분류명,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),칼슘(mg),칼륨(mg),나트륨(mg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),과당(g),유당(g),자당(g),포도당(g),식품중량,식종
유부초밥,일식요리,471,,18.7,18.9,,56.5,,,,1676,,,,,,,,1인분,일식
참치타다끼초밥,일식요리,757,,38.2,31.4,,80.4,,,,610,,,,,,,,1인분,일식
와규초밥,일식요리,786,,49.9,36.0,,65.6,,,,1618,,,,,,,,1인분,일식
성게알(우니)초밥,일식요리,684,,55.0,28.5,,51.9,,,,1502,,,,,,,,1인분,일식
연어알초밥,일식요리,508,,35.9,21.0,,43.8,,,,1818,,,,,,,,1인분,일식
날치알군함,일식요리,775,,40.9,30.5,,84.2,,,,1074,,,,,,,,1인분,일식
타코와사비군함,일식요리,430,,18.3,20.4,,43.3,,,,1033,,,,,,,,1인분,일식
모듬초밥,일식요리,403,,32.0,9.1,,48.3,,,,418,,,,,,,,1인분,일식
특선초밥,일식요리,747,,61.1,26.9,,65.1,,,,652,,,,,,,,1인분,일식
후토마끼,일식요리,659,,37.1,28.2,,64.2,,,,2039,,,,,,,,1인분,일식
캘리포니아롤,일식요리,783,,33.6,27.6,,100.1,,,,2072,,,,,,,,1인분,일식
연어롤,일식요리,600,,50.5,13.8,,68.4,,,,1878,,,,,,,,1인분,일식
새우튀김롤,일식요리,668,,39.2,29.7,,61.0,,,,730,,,,,,,,1인분,일식
치즈롤,일식요리,519,,44.4,19.6,,41.2,,,,1212,,,,,,,,1인분,일식
돈카츠,일식요리,557,,37.7,15.0,,67.8,,,,1419,,,,,,,,1인분,일식
치즈카츠,일식요리,512,,30.1,25.5,,40.5,,,,1811,,,,,,,,1인분,일식
히레카츠,일식요리,585,,44.3,13.2,,72.2,,,,776,,,,,,,,1인분,일식
로스카츠,일식요리,699,,31.2,29.8,,76.5,,,,1948,,,,,,,,1인분,일식
생선카츠,일식요리,531,,41.7,21.0,,43.8,,,,1824,,,,,,,,1인분,일식
치킨카츠,일식요리,600,,38.8,27.8,,48.6,,,,1570,,,,,,,,1인분,일식
멘치카츠,일식요리,627,,45.0,19.0,,69.0,,,,1610,,,,,,,,1인분,일식
규카츠,일식요리,781,,55.4,32.8,,66.0,,,,1006,,,,,,,,1인분,일식
텐동,일식요리,698,,58.3,23.4,,63.6,,,,961,,,,,,,,1인분,일식
가츠동,일식요리,407,,17.6,9.5,,62.8,,,,556,,,,,,,,1인분,일식
에비동,일식요리,731,,48.0,29.0,,69.5,,,,2191,,,,,,,,1인분,일식
규동,일식요리,552,,39.8,23.5,,45.3,,,,657,,,,,,,,1인분,일식
오야코동,일식요리,638,,28.5,13.8,,100.0,,,,2064,,,,,,,,1인분,일식
사케동,일식요리,627,,54.1,24.8,,46.8,,,,2124,,,,,,,,1인분,일식
참치회덮밥,일식요리,634,,43.9,27.4,,53.0,,,,1356,,,,,,,,1인분,일식
스테이크덮밥,일식요리,439,,22.5,7.3,,70.8,,,,598,,,,,,,,1인분,일식
간장새우덮밥,일식요리,696,,27.9,17.3,,107.2,,,,1671,,,,,,,,1인분,일식
명란아보카도덮밥,일식요리,561,,34.7,25.4,,48.4,,,,405,,,,,,,,1인분,일식
지라시스시,일식요리,773,,45.2,38.2,,62.1,,,,541,,,,,,,,1인분,일식
판모밀,일식요리,520,,45.3,14.4,,52.3,,,,1139,,,,,,,,1인분,일식
냉모밀,일식요리,609,,39.1,24.4,,58.3,,,,2077,,,,,,,,1인분,일식
온메밀,일식요리,779,,40.6,24.3,,99.5,,,,1931,,,,,,,,1인분,일식
비빔메밀,일식요리,464,,22.6,12.9,,64.4,,,,1750,,,,,,,,1인분,일식
키츠네우동,일식요리,600,,44.7,21.7,,56.5,,,,1600,,,,,,,,1인분,일식
튀김우동,일식요리,726,,37.9,31.7,,72.3,,,,1378,,,,,,,,1인분,일식
김치우동,일식요리,738,,34.0,18.9,,108.0,,,,728,,,,,,,,1인분,일식
야끼우동,일식요리,524,,44.3,17.1,,48.2,,,,1437,,,,,,,,1인분,일식
카레우동,일식요리,790,,32.1,33.0,,91.2,,,,449,,,,,,,,1인분,일식
냉우동,일식요리,708,,38.1,32.7,,65.3,,,,1614,,,,,,,,1인분,일식
돈코츠라멘,일식요리,457,,25.9,19.6,,44.2,,,,1222,,,,,,,,1인분,일식
소유라멘,일식요리,708,,42.9,14.6,,101.2,,,,1660,,,,,,,,1인분,일식
미소라멘,일식요리,796,,33.8,29.6,,98.6,,,,1966,,,,,,,,1인분,일식
시오라멘,일식요리,682,,53.8,30.3,,48.5,,,,1984,,,,,,,,1인분,일식
탄탄멘(일식),일식요리,679,,26.7,14.9,,109.5,,,,1263,,,,,,,,1인분,일식
츠케멘,일식요리,539,,40.7,13.1,,64.6,,,,1062,,,,,,,,1인분,일식
마제소바,일식요리,418,,30.5,10.5,,50.4,,,,1248,,,,,,,,1인분,일식
야끼소바,일식요리,628,,42.9,30.1,,46.4,,,,1750,,,,,,,,1인분,일식
오코노미야끼,일식요리,537,,21.3,16.7,,75.4,,,,1841,,,,,,,,1인분,일식
타코야끼,일식요리,676,,47.2,29.6,,55.2,,,,1913,,,,,,,,1인분,일식
스키야키,일식요리,587,,24.2,27.1,,61.6,,,,2047,,,,,,,,1인분,일식
샤브샤브(일식),일식요리,741,,44.3,31.9,,69.2,,,,850,,,,,,,,1인분,일식
밀푀유나베,일식요리,512,,28.1,10.3,,76.7,,,,1137,,,,,,,,1인분,일식
창코나베,일식요리,686,,35.8,15.7,,100.4,,,,2092,,,,,,,,1인분,일식
오뎅나베,일식요리,604,,43.3,11.0,,83.0,,,,737,,,,,,,,1인분,일식
모츠나베,일식요리,485,,33.9,21.6,,38.7,,,,1236,,,,,,,,1인분,일식
야키토리,일식요리,480,,27.7,11.2,,67.1,,,,2030,,,,,,,,1인분,일식
쯔쿠네,일식요리,622,,39.3,23.1,,64.2,,,,1337,,,,,,,,1인분,일식
닭날개구이,일식요리,752,,60.3,22.6,,76.8,,,,2099,,,,,,,,1인분,일식
메로구이,일식요리,668,,52.9,22.8,,62.8,,,,1619,,,,,,,,1인분,일식
연어머리구이,일식요리,742,,48.9,18.1,,95.9,,,,1200,,,,,,,,1인분,일식
시바아게,일식요리,770,,45.2,30.3,,79.1,,,,958,,,,,,,,1인분,일식
치킨가라아게,일식요리,629,,45.7,20.2,,66.1,,,,1340,,,,,,,,1인분,일식
문어가라아게,일식요리,641,,44.8,15.8,,79.9,,,,306,,,,,,,,1인분,일식
에비후라이,일식요리,567,,35.9,22.0,,56.4,,,,1451,,,,,,,,1인분,일식
굴튀김,일식요리,403,,16.2,12.2,,57.1,,,,1995,,,,,,,,1인분,일식
감자고로케,일식요리,672,,47.6,17.3,,81.5,,,,1153,,,,,,,,1인분,일식
카레고로케,일식요리,445,,25.4,14.6,,53.0,,,,1352,,,,,,,,1인분,일식
아게다시도부,일식요리,514,,29.3,9.4,,78.0,,,,1062,,,,,,,,1인분,일식
차완무시,일식요리,704,,54.8,19.3,,77.8,,,,2155,,,,,,,,1인분,일식
미소시루,일식요리,473,,22.8,16.4,,58.6,,,,1981,,,,,,,,1인분,일식
낫또,일식요리,474,,23.1,17.3,,56.5,,,,2086,,,,,,,,1인분,일식
타코와사비,일식요리,473,,30.2,21.1,,40.6,,,,817,,,,,,,,1인분,일식
모듬사시미,일식요리,713,,40.7,30.7,,68.5,,,,1108,,,,,,,,1인분,일식
연어사시미,일식요리,775,,41.4,15.7,,117.0,,,,1677,,,,,,,,1인분,일식
참치사시미,일식요리,419,,36.4,12.0,,41.3,,,,786,,,,,,,,1인분,일식
우니한판,일식요리,617,,41.6,27.8,,50.1,,,,1265,,,,,,,,1인분,일식
고등어초절임(시메사바),일식요리,651,,27.7,25.8,,77.0,,,,2053,,,,,,,,1인분,일식
도미머리조림,일식요리,662,,28.4,24.4,,82.2,,,,301,,,,,,,,1인분,일식
일식계란말이,일식요리,455,,18.4,19.5,,51.5,,,,1155,,,,,,,,1인분,일식
오이탕탕이(일식),일식요리,673,,45.6,31.2,,52.4,,,,1831,,,,,,,,1인분,일식
명란구이,일식요리,735,,45.5,17.8,,98.2,,,,1835,,,,,,,,1인분,일식
은행구이,일식요리,629,,40.1,29.3,,51.2,,,,1350,,,,,,,,1인분,일식
시샤모구이,일식요리,613,,27.1,27.9,,63.4,,,,651,,,,,,,,1인분,일식
오니기리,일식요리,530,,45.6,24.6,,31.6,,,,1224,,,,,,,,1인분,일식
회무침(일식),일식요리,748,,41.6,13.0,,116.2,,,,1855,,,,,,,,1인분,일식
